#OTUID	E-DS-623	E-JT-526	E-LS-526	E-CR-2016	E-TL-2016	E-VP-2016	E-DS-428	E-TL-Aug-2014	E-SOG-3619	E-SOG-6527	E-SOG-5527	E-TL-Jul-2014	E-SOG-5619	E-CB-2016	E-SOG-2527	E-LH-2016	E-BP-2016	E-PM-Aug-2013	E-TI-2014	E-SOG-6424	E-JP-2016	E-SOG-2619	E-FR-2014	E-LS-428	E-SOG-7424	E-WV-Aug-2014	E-WC-2016	E-SOG-1527	E-WV-7-2014	E-LS-623	E-TB-2016	E-PM-Jula-2014	E-PM-7-2014	E-MT-526	E-Tca-2014	E-WP-526	E-PM-2016	E-SOG-4424	E-WP-623	E-SOG-4527	E-WP-428	E-JT-428	E-DU-2016	E-SOG-1424	E-JT-623	E-DU-7-2014	E-BL-2016	E-DU-Jula-2014	E-MT-623	E-MT-428	E-TC-2014	E-TL-7-2014	E-SOG-3527	E-SOG-3424	E-SOG-2424	E-SOG-6619	E-SOG-5424	taxonomy
JQ712066.1.1496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	0.0	0.0	0.0	199.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	11.0	8.0	0.0	9.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	40.0	0.0	0.0	3516.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__NS5 marine group; D_6__uncultured bacterium
AB274770.1.1222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	223.0	0.0	10.0	6.0	370.0	485.0	8.0	0.0	20.0	58.0	0.0	27.0	0.0	0.0	9.0	9.0	0.0	5.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	132.0	0.0	54.0	0.0	0.0	0.0	0.0	1635.0	0.0	5.0	0.0	0.0	0.0	11.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Tenacibaculum; D_6__Tenacibaculum sp. WEXT4
AY752128.1.1414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	1569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1045.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__uncultured; D_6__uncultured bacterium
EF468717.1.1487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	847.0	0.0	0.0	0.0	77.0	5925.0	0.0	0.0	6.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	12263.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Nitrincolaceae; D_5__Marinobacterium; D_6__Marinobacterium marisflavi
JQ198792.1.1360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	240.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	169.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	702.0	0.0	814.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__NS5 marine group; D_6__uncultured bacterium
JQ269281.1.1499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	29.0	0.0	0.0	17.0	441.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Nitrincolaceae; D_5__Marinobacterium; D_6__bacterium WHC3-3
EU703400.1.1390	316.0	360.0	389.0	0.0	0.0	0.0	367.0	0.0	23.0	0.0	7.0	6.0	0.0	0.0	524.0	25.0	31.0	0.0	0.0	35.0	0.0	785.0	406.0	456.0	10.0	0.0	13.0	265.0	0.0	776.0	0.0	0.0	0.0	520.0	20.0	471.0	0.0	345.0	846.0	236.0	545.0	621.0	15.0	23.0	713.0	5.0	5.0	0.0	721.0	114.0	0.0	26.0	558.0	284.0	153.0	0.0	54.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Pseudarcicella; D_6__uncultured Arcicella sp.
GQ347939.1.1396	0.0	0.0	0.0	0.0	0.0	437.0	0.0	0.0	0.0	0.0	9.0	0.0	5.0	131.0	186.0	558.0	283.0	80.0	562.0	9.0	258.0	50.0	0.0	0.0	6.0	34.0	147.0	945.0	202.0	0.0	336.0	12.0	32.0	0.0	0.0	6.0	156.0	26.0	0.0	615.0	0.0	0.0	207.0	68.0	0.0	1135.0	0.0	132.0	0.0	0.0	5417.0	0.0	0.0	9.0	39.0	0.0	38.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae; D_5__OM60(NOR5) clade; D_6__uncultured gamma proteobacterium
AY429717.1.1393	112.0	232.0	454.0	0.0	6.0	0.0	298.0	72.0	0.0	0.0	0.0	10.0	0.0	0.0	513.0	20.0	17.0	0.0	0.0	10.0	0.0	136.0	63.0	278.0	0.0	0.0	0.0	168.0	0.0	193.0	0.0	0.0	0.0	392.0	70.0	308.0	0.0	224.0	98.0	117.0	299.0	301.0	8.0	21.0	102.0	0.0	0.0	0.0	133.0	50.0	0.0	140.0	384.0	174.0	87.0	0.0	37.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae; D_5__Methylotenera; D_6__beta proteobacterium HTCC349
EU799682.1.1253	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	12.0	117.0	7.0	0.0	35.0	473.0	20.0	436.0	364.0	350.0	9.0	311.0	277.0	208.0	0.0	0.0	727.0	202.0	115.0	58.0	172.0	0.0	479.0	46.0	441.0	0.0	0.0	0.0	58.0	333.0	0.0	21.0	20.0	25.0	165.0	481.0	15.0	206.0	0.0	152.0	0.0	0.0	1718.0	0.0	0.0	52.0	214.0	21.0	623.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae; D_5__Amylibacter; D_6__uncultured bacterium
KF596515.1.1440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	1083.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	570.0	0.0	523.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Cyanobium PCC-6307; D_6__uncultured bacterium
HQ242172.1.1448	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	140.0	2846.0	1388.0	0.0	596.0	0.0	0.0	0.0	0.0	28.0	0.0	28.0	23.0	65.0	0.0	0.0	188.0	44.0	84.0	6.0	89.0	0.0	53.0	15.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	27.0	0.0	0.0	20.0	10.0	0.0	41.0	0.0	425.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5357.0	41.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Synechococcus CC9902; D_6__uncultured cyanobacterium
HE998800.1.1383	7.0	9.0	22.0	0.0	0.0	0.0	12.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	175.0	0.0	0.0	0.0	19.0	27.0	0.0	61.0	0.0	0.0	0.0	25.0	46.0	16.0	0.0	17.0	24.0	57.0	10.0	25.0	0.0	0.0	39.0	0.0	0.0	0.0	20.0	0.0	0.0	31.0	25.0	13.0	14.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Emticicia; D_6__uncultured bacterium
GU305829.1.1490	42.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	6619.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	37.0	0.0	0.0	7594.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Fluviicola; D_6__uncultured bacterium
AF534430.1.1436	98.0	88.0	173.0	0.0	18.0	0.0	220.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	287.0	20.0	26.0	0.0	0.0	8.0	0.0	311.0	169.0	214.0	0.0	0.0	33.0	117.0	0.0	282.0	0.0	0.0	0.0	222.0	1784.0	204.0	0.0	154.0	261.0	152.0	266.0	244.0	23.0	19.0	225.0	14.0	69.0	0.0	364.0	42.0	0.0	1405.0	271.0	151.0	86.0	0.0	30.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Sporichthyaceae; D_5__hgcI clade; D_6__uncultured actinobacterium
EU800649.1.1260	575.0	807.0	1138.0	100.0	76.0	48.0	2581.0	429.0	94.0	0.0	63.0	335.0	22.0	0.0	2987.0	158.0	198.0	0.0	0.0	182.0	47.0	2540.0	979.0	2390.0	92.0	0.0	71.0	1266.0	5.0	2128.0	9.0	0.0	0.0	1371.0	7273.0	729.0	11.0	2062.0	1112.0	1135.0	2072.0	2547.0	131.0	349.0	1727.0	168.0	319.0	24.0	957.0	264.0	0.0	6337.0	1313.0	1565.0	1107.0	7.0	432.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Polynucleobacter; D_6__uncultured bacterium
FPLK01001380.1.1425	22.0	8.0	26.0	0.0	0.0	0.0	91.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	8.0	0.0	0.0	0.0	0.0	44.0	38.0	82.0	0.0	0.0	0.0	8.0	0.0	46.0	0.0	0.0	0.0	18.0	6753.0	8.0	0.0	0.0	40.0	5.0	13.0	9.0	0.0	0.0	35.0	12.0	12.0	5.0	26.0	0.0	0.0	8315.0	14.0	6.0	5.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae; D_5__uncultured; D_6__metagenome
AY697907.1.1305	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	13.0	11.0	12.0	0.0	0.0	523.0	206.0	393.0	289.0	559.0	2576.0	127.0	127.0	133.0	6.0	0.0	170.0	29.0	48.0	1200.0	3744.0	0.0	405.0	8.0	1528.0	0.0	0.0	10.0	90.0	460.0	0.0	586.0	5.0	12.0	164.0	327.0	0.0	314.0	0.0	22.0	0.0	0.0	23265.0	0.0	0.0	98.0	475.0	8.0	347.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Alteromonadaceae; D_5__Paraglaciecola; D_6__uncultured Glaciecola sp.
HE574392.1.1305	938.0	548.0	1112.0	9.0	0.0	29.0	1659.0	0.0	57.0	0.0	27.0	0.0	0.0	0.0	1742.0	139.0	130.0	0.0	0.0	71.0	14.0	3132.0	1190.0	1657.0	16.0	0.0	170.0	871.0	0.0	2613.0	0.0	0.0	0.0	1544.0	0.0	1092.0	0.0	1369.0	2251.0	971.0	1937.0	1993.0	140.0	106.0	2589.0	30.0	10.0	0.0	2423.0	351.0	0.0	0.0	1613.0	1109.0	604.0	0.0	199.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Sporichthyaceae; D_5__hgcI clade; D_6__uncultured bacterium
AY902680.1.1346	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	218.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae; D_5__Sandarakinorhabdus; D_6__Sandarakinorhabdus limnophila
FJ745219.1.1374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Litoricolaceae; D_5__Litoricola; D_6__uncultured gamma proteobacterium
AACY023264466.1.1273	0.0	0.0	0.0	0.0	0.0	470.0	0.0	0.0	23.0	374.0	666.0	0.0	76.0	29.0	16.0	100.0	74.0	5051.0	61.0	101.0	180.0	365.0	0.0	0.0	464.0	723.0	33.0	35.0	257.0	0.0	671.0	741.0	24.0	0.0	0.0	0.0	37.0	292.0	0.0	78.0	67.0	145.0	33.0	404.0	54.0	494.0	0.0	865.0	0.0	0.0	445.0	0.0	0.0	132.0	239.0	727.0	270.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Actinomarinales; D_4__Actinomarinaceae; D_5__Candidatus Actinomarina; D_6__marine metagenome
EU800750.1.1484	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	106.0	73.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	75.0	148.0	0.0	105.0	0.0	236.0	0.0	16.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	491.0	0.0	512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Aquibacter; D_6__uncultured bacterium
GU584422.1.1396	0.0	0.0	0.0	0.0	0.0	322.0	0.0	0.0	15.0	38.0	90.0	0.0	6.0	53.0	196.0	516.0	585.0	36.0	22.0	739.0	402.0	54.0	0.0	27.0	1461.0	16.0	254.0	968.0	180.0	0.0	375.0	5.0	154.0	0.0	0.0	7.0	185.0	274.0	0.0	1207.0	0.0	10.0	218.0	537.0	0.0	705.0	0.0	122.0	0.0	0.0	106.0	0.0	0.0	63.0	372.0	6.0	902.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae; D_5__Methylotenera; D_6__uncultured bacterium
EU801015.1.1479	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	6.0	11.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	7.0	0.0	11.0	20.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	7.0	0.0	0.0	151.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__uncultured; D_6__uncultured bacterium
DQ450172.1.1491	0.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	779.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	26.0	0.0	8.0	0.0	0.0	785.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__uncultured; D_6__uncultured proteobacterium
KX172183.1.1458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XII; D_5__Fusibacter; D_6__uncultured bacterium
GQ349687.1.1365	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	16.0	399.0	49.0	0.0	7.0	22.0	19.0	16.0	12.0	248.0	16.0	374.0	0.0	31.0	0.0	0.0	638.0	36.0	7.0	110.0	16.0	0.0	8.0	0.0	43.0	0.0	0.0	0.0	6.0	110.0	0.0	13.0	0.0	0.0	0.0	187.0	0.0	10.0	0.0	0.0	0.0	0.0	1070.0	0.0	0.0	21.0	110.0	61.0	493.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Polaribacter; D_6__uncultured Bacteroidetes bacterium
JQ196811.1.1367	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	14.0	0.0	0.0	6.0	7.0	5.0	0.0	0.0	21.0	0.0	0.0	0.0	26.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	21.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	15.0	0.0	24.0	D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Opitutales; D_4__Puniceicoccaceae; D_5__MB11C04 marine group; D_6__uncultured bacterium
EU799151.1.1482	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	1218.0	81.0	0.0	6.0	0.0	0.0	0.0	0.0	206.0	0.0	7.0	246.0	0.0	8.0	169.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	909.0	0.0	540.0	0.0	0.0	1832.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__NS5 marine group; D_6__uncultured bacterium
EU803976.1.1247	1445.0	1461.0	1251.0	0.0	0.0	12.0	1813.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	634.0	56.0	55.0	0.0	0.0	54.0	12.0	698.0	3728.0	1705.0	18.0	6.0	46.0	253.0	0.0	3708.0	0.0	0.0	0.0	1741.0	0.0	1240.0	5.0	1096.0	2810.0	242.0	2111.0	2124.0	47.0	117.0	3002.0	16.0	361.0	9.0	4273.0	418.0	0.0	0.0	1588.0	831.0	406.0	0.0	177.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__Clade III; D_5__uncultured bacterium; D_6__uncultured bacterium
FJ820427.1.1483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2963.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3538.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__env.OPS 17; D_5__uncultured bacterium; D_6__uncultured bacterium
FPLK01001453.18.1454	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	634.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Ramlibacter; D_6__metagenome
LN999519.1.1478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	18.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Marinomonadaceae; D_5__Marinomonas; D_6__Marinomonas sp. SAB-3
EU809290.1.1335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1280.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Sediminibacterium; D_6__uncultured bacterium
EU801092.1.1289	269.0	771.0	985.0	0.0	26.0	8.0	1684.0	243.0	12.0	0.0	12.0	39.0	0.0	0.0	1956.0	35.0	40.0	0.0	0.0	58.0	0.0	927.0	635.0	1846.0	23.0	0.0	7.0	746.0	0.0	940.0	0.0	0.0	0.0	1310.0	4021.0	975.0	0.0	1530.0	743.0	526.0	2589.0	2679.0	22.0	92.0	800.0	30.0	106.0	0.0	746.0	418.0	0.0	3545.0	1524.0	1220.0	575.0	0.0	162.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Sediminibacterium; D_6__uncultured bacterium
FJ425213.1.1434	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	48.0	37.0	13.0	5.0	0.0	42.0	6.0	0.0	5.0	0.0	0.0	45.0	15.0	559.0	0.0	37.0	8.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	8.0	0.0	0.0	25.0	0.0	0.0	910.0	0.0	537.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Polaribacter; D_6__Polaribacter gangjinensis
KF384235.1.1233	535.0	341.0	649.0	0.0	103.0	29.0	912.0	0.0	15.0	0.0	18.0	0.0	0.0	0.0	743.0	74.0	66.0	0.0	0.0	31.0	31.0	1360.0	1194.0	935.0	13.0	0.0	30.0	431.0	0.0	1587.0	0.0	0.0	0.0	923.0	0.0	642.0	0.0	812.0	1317.0	565.0	1076.0	1189.0	59.0	73.0	1389.0	127.0	637.0	19.0	1901.0	249.0	0.0	10.0	892.0	615.0	359.0	0.0	115.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales; D_4__Sporichthyaceae; D_5__hgcI clade; D_6__uncultured bacterium
JX537879.1.1365	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	14.0	6.0	0.0	0.0	0.0	0.0	12.0	12.0	237.0	0.0	0.0	31.0	0.0	0.0	0.0	6.0	6.0	9.0	0.0	0.0	0.0	62.0	48.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Nitrosococcales; D_4__Methylophagaceae; D_5__uncultured; D_6__uncultured bacterium
AB610885.1.1478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	682.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.0	0.0	528.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Cyanobium PCC-6307; D_6__Cyanobium sp. Suigetsu-CR1
